order_id,warehouse,destination,distance_km,vehicle_type,package_weight_kg,traffic_level,weather,number_of_stops,expected_time_hr,delivery_time_hr,transport_cost,delivery_delay_hr,delivery_status
10235,Jaipur,Bhilwara,464.6,Van,25.3,Low,Clear,5,10.58,10.47,5476.0,-0.11,On Time
10236,Delhi,Bhilwara,266.0,Mini Truck,22.7,Medium,Clear,3,6.45,7.2,3762.44,0.75,On Time
10237,Jaipur,Kota,466.3,Truck,18.8,Low,Clear,1,11.02,10.95,7927.41,-0.07,On Time
10238,Udaipur,Bhilwara,99.8,Van,34.8,Low,Hot,7,3.34,3.48,1408.56,0.14,On Time
10239,Kota,Udaipur,122.8,Mini Truck,32.2,Low,Clear,3,3.27,3.4,1854.3,0.13,On Time
10240,Kota,Jaipur,145.7,Truck,21.0,Low,Cloudy,2,3.75,4.2,2574.63,0.45,On Time
10241,Ahmedabad,Jaipur,67.5,Mini Truck,11.7,Medium,Rain,4,2.22,3.48,1102.1,1.26,Delayed
10242,Jaipur,Delhi,85.7,Mini Truck,4.7,Medium,Cloudy,5,2.8,3.78,1294.89,0.98,Delayed
10243,Jaipur,Delhi,466.8,Truck,25.3,Low,Clear,8,12.3,12.53,8143.71,0.23,On Time
10244,Ahmedabad,Jaipur,409.6,Van,17.1,Low,Cloudy,6,9.61,9.13,4870.88,-0.48,On Time
10245,Ahmedabad,Jodhpur,167.7,Mini Truck,26.5,Low,Rain,1,3.91,5.15,2367.52,1.24,Delayed
10246,Ahmedabad,Delhi,600.0,Mini Truck,29.4,Medium,Clear,6,14.41,16.04,8388.53,1.63,Delayed
10247,Udaipur,Kota,195.9,Van,2.3,Low,Clear,4,4.8,4.76,2319.67,-0.04,On Time
10248,Jaipur,Bhilwara,555.5,Van,11.0,Medium,Clear,3,12.11,12.73,6425.8,0.62,On Time
10249,Udaipur,Jaipur,561.5,Truck,12.1,Medium,Clear,6,14.14,14.74,9624.67,0.6,On Time
10250,Ahmedabad,Delhi,162.8,Truck,5.7,Low,Clear,2,4.15,4.43,2760.17,0.28,On Time
10251,Jaipur,Jaipur,349.5,Truck,21.4,Low,Cloudy,3,8.67,9.0,5974.93,0.33,On Time
10252,Udaipur,Udaipur,400.2,Van,25.1,Low,Clear,4,9.06,8.34,4826.01,-0.72,On Time
10253,Udaipur,Ajmer,160.6,Mini Truck,18.4,Medium,Clear,6,4.65,4.96,2388.37,0.31,On Time
10254,Ahmedabad,Bhilwara,46.3,Mini Truck,5.2,High,Cloudy,8,2.47,4.3,881.38,1.83,Delayed
10255,Jaipur,Jaipur,345.0,Truck,23.0,Low,Clear,7,9.28,9.21,6009.42,-0.07,On Time
10256,Ahmedabad,Ajmer,143.5,Van,11.7,High,Cloudy,1,3.17,4.25,1726.95,1.08,Delayed
10257,Jaipur,Delhi,213.9,Mini Truck,10.8,Low,Clear,6,5.83,6.51,3069.23,0.68,On Time
10258,Kota,Ajmer,254.2,Truck,30.9,High,Hot,8,7.35,8.79,4491.02,1.44,Delayed
10259,Delhi,Bhilwara,309.3,Mini Truck,42.2,Medium,Clear,7,8.13,8.85,4496.54,0.72,On Time
10260,Delhi,Jaipur,190.2,Mini Truck,23.9,Medium,Cloudy,7,5.49,6.21,2792.33,0.72,On Time
10261,Delhi,Udaipur,263.8,Van,11.8,Medium,Rain,6,6.58,7.59,3229.77,1.01,Delayed
10262,Ahmedabad,Jodhpur,415.7,Van,13.7,Medium,Clear,5,9.56,10.34,4924.25,0.78,Delayed
10263,Kota,Delhi,74.2,Mini Truck,26.6,High,Clear,6,2.73,4.41,1202.53,1.68,Delayed
10264,Jaipur,Jaipur,102.2,Truck,4.3,Medium,Cloudy,4,3.1,3.69,1811.95,0.59,On Time
10265,Udaipur,Bhilwara,117.9,Van,60.0,Medium,Clear,7,3.72,4.27,1697.44,0.55,On Time
10266,Jaipur,Delhi,172.1,Mini Truck,16.7,Low,Rain,1,4.0,5.07,2396.39,1.07,Delayed
10267,Udaipur,Kota,340.1,Van,15.8,Low,Hot,4,7.81,7.22,4095.62,-0.59,On Time
10268,Jaipur,Ajmer,385.1,Van,3.0,High,Clear,2,8.38,9.5,4467.44,1.12,Delayed
10269,Kota,Jodhpur,207.1,Van,15.6,Medium,Clear,3,4.85,5.65,2504.89,0.8,Delayed
10270,Udaipur,Bhilwara,207.4,Mini Truck,8.3,Medium,Clear,6,5.69,6.15,2958.86,0.46,On Time
10271,Ahmedabad,Kota,453.2,Truck,31.6,Medium,Clear,5,11.44,11.9,7838.65,0.46,On Time
10272,Jaipur,Jaipur,256.3,Truck,21.0,High,Rain,1,6.14,8.85,4349.59,2.71,Delayed
10273,Jaipur,Udaipur,187.1,Truck,3.6,Medium,Rain,5,5.25,6.47,3236.83,1.22,Delayed
10274,Udaipur,Delhi,361.7,Van,21.9,Medium,Clear,5,8.44,10.03,4296.22,1.59,Delayed
10275,Ahmedabad,Ajmer,341.2,Mini Truck,27.5,Medium,Clear,5,8.48,8.39,4836.99,-0.09,On Time
10276,Ahmedabad,Delhi,282.4,Van,24.3,Medium,Clear,6,6.96,6.66,3472.73,-0.3,On Time
10277,Kota,Jodhpur,167.7,Truck,21.5,Low,Clear,1,4.08,4.48,2907.87,0.4,On Time
10278,Ahmedabad,Jaipur,132.7,Truck,35.4,High,Rain,1,3.27,5.13,2331.27,1.86,Delayed
10279,Ahmedabad,Delhi,139.4,Mini Truck,12.2,Medium,Clear,7,4.36,4.62,2062.97,0.26,On Time
10280,Ahmedabad,Ajmer,143.7,Van,15.5,High,Rain,5,3.89,6.63,1797.18,2.74,Delayed
10281,Delhi,Jaipur,136.9,Truck,7.3,Low,Cloudy,7,4.44,4.32,2463.02,-0.12,On Time
10282,Kota,Delhi,172.2,Mini Truck,60.0,Low,Cloudy,7,5.09,5.6,2657.37,0.51,On Time
10283,Jaipur,Udaipur,228.3,Van,6.6,High,Clear,3,5.3,6.53,2725.14,1.23,Delayed
10284,Udaipur,Bhilwara,242.7,Van,24.3,Medium,Cloudy,6,6.14,7.1,3054.4,0.96,Delayed
10285,Jaipur,Jaipur,121.0,Truck,11.4,Medium,Cloudy,6,3.89,4.46,2193.55,0.57,On Time
10286,Kota,Bhilwara,261.8,Truck,15.8,Medium,Rain,4,6.81,7.9,4536.79,1.09,Delayed
10287,Udaipur,Jaipur,240.9,Van,2.1,Medium,Clear,8,6.46,7.94,2965.94,1.48,Delayed
10288,Kota,Udaipur,216.9,Van,25.1,Medium,Clear,7,5.78,6.98,2708.0,1.2,Delayed
10289,Ahmedabad,Bhilwara,164.8,Truck,56.9,Low,Cloudy,6,4.91,4.68,3049.59,-0.23,On Time
10290,Udaipur,Kota,122.5,Van,24.7,High,Clear,5,3.45,4.87,1569.43,1.42,Delayed
10291,Ahmedabad,Ajmer,307.8,Truck,1.5,High,Clear,8,8.6,10.76,5348.6,2.16,Delayed
10292,Jaipur,Kota,240.0,Van,21.1,Low,Hot,2,5.36,5.22,2907.21,-0.14,On Time
10293,Jaipur,Delhi,275.7,Truck,5.3,High,Clear,5,7.31,8.39,4737.49,1.08,Delayed
10294,Udaipur,Udaipur,182.2,Mini Truck,6.4,High,Clear,1,4.23,5.94,2537.95,1.71,Delayed
10295,Udaipur,Kota,170.7,Truck,24.2,Medium,Clear,6,5.05,6.77,2970.99,1.72,Delayed
10296,Kota,Jaipur,382.3,Truck,21.2,Medium,Cloudy,8,10.33,11.15,6643.03,0.82,Delayed
10297,Kota,Delhi,600.0,Mini Truck,26.2,Medium,Clear,6,14.41,15.58,8367.66,1.17,Delayed
10298,Ahmedabad,Delhi,195.9,Van,21.3,Low,Cloudy,4,4.8,4.44,2405.97,-0.36,On Time
10299,Udaipur,Kota,249.2,Mini Truck,16.2,Medium,Clear,7,6.8,7.66,3586.19,0.86,Delayed
10300,Jaipur,Kota,220.0,Truck,25.5,High,Clear,2,5.48,6.82,3806.15,1.34,Delayed
10301,Kota,Udaipur,144.7,Van,4.5,Medium,Cloudy,6,4.09,5.73,1800.83,1.64,Delayed
10302,Kota,Ajmer,180.0,Mini Truck,30.2,Medium,Clear,4,4.72,6.14,2631.0,1.42,Delayed
10303,Jaipur,Kota,591.0,Van,5.5,Low,Hot,4,13.03,14.36,6867.24,1.33,Delayed
10304,Kota,Jodhpur,155.0,Van,20.6,Low,Clear,2,3.59,3.28,1887.59,-0.31,On Time
10305,Ahmedabad,Kota,239.2,Mini Truck,36.6,Medium,Clear,5,6.22,6.94,3430.12,0.72,On Time
10306,Udaipur,Bhilwara,160.7,Van,6.9,Low,Clear,5,4.25,4.42,2023.52,0.17,On Time
10307,Jaipur,Jaipur,222.9,Mini Truck,26.9,Medium,Clear,5,5.85,6.25,3183.78,0.4,On Time
10308,Udaipur,Jodhpur,155.1,Truck,24.7,Medium,Hot,3,4.15,5.21,2765.79,1.06,Delayed
10309,Kota,Jodhpur,173.8,Van,17.7,Medium,Rain,7,4.88,6.79,2203.47,1.91,Delayed
10310,Kota,Bhilwara,100.0,Truck,3.5,Low,Clear,8,3.77,3.52,1800.39,-0.25,On Time
10311,Jaipur,Bhilwara,241.9,Truck,20.9,Medium,Cloudy,7,6.89,7.37,4237.41,0.48,On Time
10312,Ahmedabad,Delhi,189.0,Van,18.2,Medium,Cloudy,5,4.84,5.29,2366.3,0.45,On Time
10313,Delhi,Ajmer,299.4,Mini Truck,28.1,Low,Clear,2,7.01,6.41,4225.94,-0.6,On Time
10314,Jaipur,Jaipur,222.6,Van,7.0,Low,Clear,3,5.18,5.56,2608.35,0.38,On Time
10315,Delhi,Udaipur,152.7,Truck,35.4,Low,Hot,7,4.81,4.79,2859.02,-0.02,On Time
10316,Delhi,Jodhpur,132.9,Truck,17.4,High,Hot,5,3.99,5.43,2383.62,1.44,Delayed
10317,Ahmedabad,Udaipur,229.3,Mini Truck,15.1,Low,Hot,3,5.64,6.18,3263.15,0.54,On Time
10318,Delhi,Kota,437.1,Van,36.5,Medium,Rain,8,10.55,12.05,5269.69,1.5,Delayed
10319,Delhi,Kota,168.2,Truck,30.3,High,Cloudy,2,4.27,5.63,2926.52,1.36,Delayed
10320,Ahmedabad,Udaipur,79.1,Truck,29.9,Medium,Clear,5,2.74,3.8,1525.2,1.06,Delayed
10321,Delhi,Kota,255.6,Truck,8.5,Low,Clear,8,7.38,7.13,4479.52,-0.25,On Time
10322,Delhi,Ajmer,413.7,Mini Truck,23.3,High,Clear,1,9.37,9.89,5622.7,0.52,On Time
10323,Delhi,Bhilwara,303.2,Truck,4.4,Low,Cloudy,8,8.49,9.19,5273.64,0.7,On Time
10324,Jaipur,Kota,114.8,Truck,9.8,Medium,Rain,6,3.75,4.88,2015.4,1.13,Delayed
10325,Jaipur,Delhi,244.8,Van,10.4,High,Rain,2,5.46,7.44,2858.93,1.98,Delayed
10326,Jaipur,Kota,350.5,Van,25.9,Medium,Hot,8,8.74,9.42,4237.33,0.68,On Time
10327,Ahmedabad,Jaipur,182.1,Truck,32.6,Medium,Rain,8,5.67,7.2,3353.16,1.53,Delayed
10328,Kota,Ajmer,170.3,Truck,16.2,Low,Hot,4,4.68,4.86,3038.54,0.18,On Time
10329,Delhi,Jaipur,173.3,Van,13.4,Medium,Clear,4,4.33,5.47,2133.73,1.14,Delayed
10330,Delhi,Jaipur,206.5,Mini Truck,27.5,Medium,Rain,8,6.03,8.27,3052.67,2.24,Delayed
10331,Ahmedabad,Delhi,118.7,Mini Truck,17.7,Low,Cloudy,8,4.08,3.87,1839.73,-0.21,On Time
10332,Delhi,Ajmer,254.4,Mini Truck,17.5,High,Clear,2,6.01,7.09,3598.17,1.08,Delayed
10333,Jaipur,Ajmer,261.0,Mini Truck,10.3,High,Hot,4,6.52,8.09,3605.95,1.57,Delayed
10334,Kota,Ajmer,264.3,Mini Truck,17.9,High,Rain,7,7.13,9.63,3767.03,2.5,Delayed
10335,Udaipur,Ajmer,224.5,Mini Truck,7.3,Medium,Clear,2,5.35,6.0,3161.09,0.65,On Time
10336,Delhi,Ajmer,116.9,Mini Truck,10.9,Medium,Clear,1,2.78,3.25,1686.27,0.47,On Time
10337,Jaipur,Delhi,200.3,Mini Truck,39.0,High,Cloudy,2,4.81,5.83,2892.34,1.02,Delayed
10338,Udaipur,Kota,539.8,Van,14.6,High,Cloudy,5,12.15,12.76,6343.16,0.61,On Time
10339,Kota,Jaipur,258.7,Mini Truck,25.2,Medium,Hot,5,6.65,7.2,3736.37,0.55,On Time
10340,Udaipur,Ajmer,146.7,Mini Truck,10.8,Low,Clear,3,3.8,4.37,2142.03,0.57,On Time
10341,Jaipur,Jodhpur,312.3,Mini Truck,38.0,Low,Clear,4,7.66,7.86,4467.23,0.2,On Time
10342,Udaipur,Kota,543.2,Truck,14.2,Medium,Clear,8,14.07,14.68,9248.55,0.61,On Time
10343,Ahmedabad,Kota,276.1,Van,38.6,Medium,Clear,6,6.83,7.86,3417.96,1.03,Delayed
10344,Udaipur,Jaipur,210.4,Van,8.9,High,Clear,4,5.1,6.02,2559.96,0.92,Delayed
10345,Delhi,Delhi,436.4,Van,11.8,Low,Hot,7,10.35,10.68,5204.69,0.33,On Time
10346,Delhi,Udaipur,175.0,Mini Truck,13.3,Low,Clear,2,4.25,3.45,2471.2,-0.8,On Time
10347,Ahmedabad,Udaipur,377.9,Mini Truck,12.1,Medium,Clear,6,9.48,10.34,5301.4,0.86,Delayed
10348,Jaipur,Kota,168.4,Truck,28.2,Medium,Clear,6,5.0,5.82,2998.64,0.82,Delayed
10349,Delhi,Bhilwara,183.8,Van,28.0,Low,Clear,8,5.27,5.4,2418.96,0.13,On Time
10350,Kota,Bhilwara,338.9,Mini Truck,19.1,Medium,Rain,8,8.97,11.0,4855.35,2.03,Delayed
10351,Delhi,Jaipur,426.8,Van,25.1,Medium,Cloudy,4,9.61,10.76,5039.07,1.15,Delayed
10352,Delhi,Udaipur,217.6,Truck,60.0,Medium,Rain,6,6.14,7.1,3883.5,0.96,Delayed
10353,Jaipur,Kota,420.7,Truck,21.5,Medium,Clear,6,10.86,12.09,7221.23,1.23,Delayed
10354,Udaipur,Delhi,279.2,Truck,27.4,Low,Clear,5,7.39,7.3,4836.37,-0.09,On Time
10355,Delhi,Udaipur,148.0,Van,9.2,Medium,Clear,1,3.26,3.07,1758.61,-0.19,On Time
10356,Ahmedabad,Kota,184.7,Mini Truck,10.8,High,Clear,8,5.54,6.99,2740.07,1.45,Delayed
10357,Udaipur,Kota,301.3,Mini Truck,6.1,Low,Rain,2,7.06,8.15,4188.34,1.09,Delayed
10358,Kota,Ajmer,450.3,Truck,17.9,High,Clear,4,11.19,12.23,7669.75,1.04,Delayed
10359,Jaipur,Delhi,381.4,Mini Truck,16.9,Medium,Cloudy,8,9.92,11.32,5454.89,1.4,Delayed
10360,Kota,Ajmer,384.3,Truck,4.7,High,Clear,5,9.84,10.92,6620.49,1.08,Delayed
10361,Udaipur,Jaipur,108.2,Van,18.7,High,Cloudy,7,3.51,4.89,1439.49,1.38,Delayed
10362,Udaipur,Ajmer,332.4,Truck,20.7,Low,Hot,8,9.17,9.17,5773.88,0.0,On Time
10363,Udaipur,Jodhpur,323.4,Van,30.9,Medium,Cloudy,7,8.0,8.03,3966.94,0.03,On Time
10364,Kota,Ajmer,265.3,Truck,12.7,Low,Cloudy,3,6.71,6.36,4629.12,-0.35,On Time
10365,Udaipur,Jodhpur,320.7,Mini Truck,26.1,High,Hot,6,8.21,9.69,4535.15,1.48,Delayed
10366,Kota,Udaipur,85.4,Mini Truck,23.9,Medium,Cloudy,6,2.98,3.72,1336.65,0.74,On Time
10367,Udaipur,Bhilwara,60.7,Truck,23.7,Medium,Clear,4,2.13,1.48,1166.65,-0.65,On Time
10368,Ahmedabad,Kota,262.6,Mini Truck,8.4,Medium,Clear,1,6.02,7.04,3645.61,1.02,Delayed
10369,Udaipur,Jodhpur,222.3,Mini Truck,15.0,High,Cloudy,1,5.12,7.04,3022.9,1.92,Delayed
10370,Kota,Delhi,204.0,Mini Truck,33.5,Low,Cloudy,4,5.25,5.88,2998.71,0.63,On Time
10371,Delhi,Ajmer,286.2,Van,28.2,Medium,Clear,4,6.68,6.71,3506.52,0.03,On Time
10372,Udaipur,Jodhpur,255.0,Mini Truck,5.0,Medium,Clear,5,6.57,7.14,3587.88,0.57,On Time
10373,Delhi,Delhi,271.4,Van,24.4,Medium,Hot,7,6.91,8.33,3441.96,1.42,Delayed
10374,Ahmedabad,Bhilwara,359.8,Truck,4.3,Medium,Clear,4,9.09,10.25,6185.93,1.16,Delayed
10375,Jaipur,Bhilwara,172.2,Mini Truck,12.6,Medium,Clear,7,5.09,6.46,2575.88,1.37,Delayed
10376,Ahmedabad,Ajmer,274.5,Mini Truck,20.7,Low,Clear,8,7.54,7.59,4014.17,0.05,On Time
10377,Udaipur,Jaipur,160.9,Mini Truck,21.2,High,Rain,8,5.02,7.29,2463.72,2.27,Delayed
10378,Delhi,Ajmer,76.6,Truck,4.8,Low,Clear,3,2.32,1.62,1363.63,-0.7,On Time
10379,Delhi,Udaipur,195.9,Van,8.1,Medium,Cloudy,7,5.34,6.62,2431.85,1.28,Delayed
10380,Kota,Jodhpur,388.1,Van,43.4,Low,Clear,5,8.99,8.78,4663.69,-0.21,On Time
10381,Delhi,Kota,141.8,Mini Truck,6.1,Low,Cloudy,8,4.59,4.71,2106.0,0.12,On Time
10382,Kota,Jaipur,287.2,Truck,10.1,Low,Rain,6,7.76,8.55,4970.32,0.79,Delayed
10383,Jaipur,Ajmer,361.6,Truck,1.4,Medium,Clear,6,9.49,9.11,6212.53,-0.38,On Time
10384,Udaipur,Delhi,334.1,Truck,48.6,Medium,Clear,8,9.21,9.54,5961.46,0.33,On Time
10385,Kota,Jaipur,160.5,Truck,7.0,Low,Clear,8,5.17,5.37,2815.61,0.2,On Time
10386,Jaipur,Jodhpur,152.9,Truck,8.3,Low,Clear,8,5.0,4.98,2811.71,-0.02,On Time
10387,Delhi,Jaipur,234.4,Van,4.3,High,Rain,7,6.14,8.65,2836.22,2.51,Delayed
10388,Delhi,Jodhpur,264.3,Van,14.5,Low,Clear,6,6.59,6.94,3215.81,0.35,On Time
10389,Jaipur,Ajmer,319.4,Van,12.2,High,Cloudy,6,7.73,8.96,3825.0,1.23,Delayed
10390,Delhi,Jodhpur,321.2,Mini Truck,38.0,Low,Clear,2,7.5,7.27,4584.48,-0.23,On Time
10391,Jaipur,Jaipur,600.0,Truck,35.7,Medium,Clear,8,15.39,16.03,10324.18,0.64,On Time
10392,Kota,Delhi,470.3,Mini Truck,51.7,Low,Clear,3,10.99,11.34,6627.93,0.35,On Time
10393,Kota,Bhilwara,189.9,Truck,23.1,High,Cloudy,8,5.86,7.35,3441.82,1.49,Delayed
10394,Jaipur,Jaipur,600.0,Van,6.8,Medium,Clear,5,13.4,13.3,7015.72,-0.1,On Time
10395,Kota,Jodhpur,122.3,Mini Truck,15.6,Medium,Cloudy,5,3.62,4.33,1813.45,0.71,On Time
10396,Kota,Bhilwara,129.7,Van,8.2,Low,Clear,6,3.78,4.11,1691.87,0.33,On Time
10397,Kota,Jodhpur,342.0,Truck,5.2,Medium,Clear,8,9.39,10.7,5903.52,1.31,Delayed
10398,Ahmedabad,Delhi,200.2,Truck,45.4,Medium,Rain,1,4.84,6.47,3523.33,1.63,Delayed
10399,Udaipur,Jodhpur,471.3,Truck,26.4,Low,Rain,5,11.86,11.99,8079.61,0.13,On Time
10400,Delhi,Ajmer,314.6,Van,24.0,Low,Clear,8,7.99,7.81,3907.96,-0.18,On Time
10401,Ahmedabad,Kota,217.4,Truck,4.3,High,Cloudy,3,5.6,7.41,3789.8,1.81,Delayed
10402,Kota,Jaipur,208.3,Van,19.3,Low,Clear,4,5.06,5.45,2469.91,0.39,On Time
10403,Jaipur,Kota,204.2,Mini Truck,12.3,Medium,Rain,8,5.98,7.71,2946.02,1.73,Delayed
10404,Kota,Jodhpur,68.6,Truck,17.6,Medium,Rain,3,2.14,3.53,1245.37,1.39,Delayed
10405,Udaipur,Delhi,139.2,Truck,3.1,High,Rain,6,4.32,7.01,2529.29,2.69,Delayed
10406,Kota,Jaipur,158.7,Truck,22.9,High,Rain,6,4.77,6.78,2871.76,2.01,Delayed
10407,Jaipur,Jodhpur,394.4,Mini Truck,2.6,High,Clear,2,9.12,10.7,5390.23,1.58,Delayed
10408,Udaipur,Bhilwara,167.3,Truck,14.3,Low,Rain,7,5.15,6.29,3022.72,1.14,Delayed
10409,Kota,Udaipur,279.9,Van,19.7,High,Clear,5,6.73,8.49,3358.14,1.76,Delayed
10410,Udaipur,Jodhpur,208.7,Van,26.4,Low,Clear,7,5.61,5.88,2658.31,0.27,On Time
10411,Delhi,Kota,139.9,Truck,20.9,Medium,Clear,8,4.69,5.65,2595.34,0.96,Delayed
10412,Delhi,Jaipur,264.7,Truck,23.9,Medium,Hot,7,7.42,7.95,4626.19,0.53,On Time
10413,Kota,Kota,227.7,Mini Truck,20.5,Low,Rain,5,5.96,6.77,3265.0,0.81,Delayed
10414,Udaipur,Jaipur,392.9,Mini Truck,8.4,High,Clear,5,9.63,10.72,5536.11,1.09,Delayed
10415,Jaipur,Jodhpur,185.0,Mini Truck,4.2,Low,Cloudy,8,5.55,5.52,2645.11,-0.03,On Time
10416,Kota,Ajmer,160.2,Truck,33.2,Medium,Rain,6,4.81,5.78,2913.58,0.97,Delayed
10417,Delhi,Bhilwara,350.1,Mini Truck,40.4,Medium,Clear,5,8.68,9.54,4947.08,0.86,Delayed
10418,Delhi,Jodhpur,208.6,Mini Truck,13.9,Medium,Clear,1,4.82,4.64,2902.18,-0.18,On Time
10419,Kota,Kota,365.4,Van,9.7,Low,Cloudy,1,7.79,8.17,4281.67,0.38,On Time
10420,Udaipur,Udaipur,170.7,Mini Truck,3.1,Medium,Clear,4,4.51,5.22,2495.96,0.71,On Time
10421,Delhi,Udaipur,248.3,Van,11.1,High,Clear,5,6.07,8.43,3003.58,2.36,Delayed
10422,Udaipur,Delhi,163.8,Van,9.0,Low,Cloudy,2,3.77,3.78,2008.78,0.01,On Time
10423,Delhi,Jaipur,144.4,Mini Truck,5.9,Medium,Hot,4,3.93,4.84,2043.8,0.91,Delayed
10424,Delhi,Kota,63.1,Van,34.7,Low,Cloudy,6,2.39,2.8,926.76,0.41,On Time
10425,Ahmedabad,Delhi,480.2,Truck,24.3,Medium,Rain,5,12.07,13.5,8256.23,1.43,Delayed
10426,Delhi,Kota,175.7,Truck,24.6,High,Clear,1,4.27,5.89,3039.86,1.62,Delayed
10427,Jaipur,Jaipur,299.5,Mini Truck,14.5,Medium,Clear,2,7.02,8.17,4155.48,1.15,Delayed
10428,Kota,Jodhpur,210.1,Truck,7.6,Medium,Cloudy,8,6.33,7.01,3711.48,0.68,On Time
10429,Kota,Jodhpur,411.4,Van,17.7,Medium,Clear,4,9.29,10.53,4928.82,1.24,Delayed
10430,Udaipur,Udaipur,83.9,Truck,16.7,Medium,Rain,2,2.31,3.05,1483.5,0.74,On Time
10431,Delhi,Jodhpur,256.4,Mini Truck,4.1,Low,Clear,5,6.6,7.32,3583.97,0.72,On Time
10432,Jaipur,Jodhpur,338.1,Mini Truck,24.6,Low,Clear,3,8.05,7.25,4710.18,-0.8,On Time
10433,Udaipur,Ajmer,237.2,Van,15.7,Medium,Clear,2,5.3,6.61,2844.79,1.31,Delayed
10434,Ahmedabad,Udaipur,151.9,Mini Truck,16.7,Medium,Hot,2,3.74,3.9,2236.49,0.16,On Time
10435,Udaipur,Delhi,85.8,Truck,10.0,Medium,Clear,6,3.08,4.67,1579.1,1.59,Delayed
10436,Udaipur,Bhilwara,160.9,Mini Truck,12.7,Low,Clear,1,3.76,3.83,2323.97,0.07,On Time
10437,Delhi,Ajmer,73.2,Van,24.8,Medium,Clear,8,2.96,3.23,1080.6,0.27,On Time
10438,Ahmedabad,Delhi,333.8,Mini Truck,42.0,Low,Rain,5,8.32,9.96,4757.38,1.64,Delayed
10439,Udaipur,Jaipur,293.4,Truck,43.1,High,Clear,2,7.18,8.19,5044.7,1.01,Delayed
10440,Jaipur,Ajmer,352.5,Van,12.1,Medium,Clear,5,8.24,8.84,4203.48,0.6,On Time
10441,Jaipur,Delhi,135.2,Truck,15.1,Low,Clear,1,3.32,4.49,2303.14,1.17,Delayed
10442,Kota,Jaipur,123.7,Van,31.3,Low,Cloudy,6,3.66,3.94,1606.58,0.28,On Time
10443,Ahmedabad,Udaipur,301.9,Mini Truck,8.8,High,Clear,5,7.61,8.2,4194.23,0.59,On Time
10444,Ahmedabad,Bhilwara,296.0,Van,5.9,Low,Clear,7,7.43,7.31,3648.77,-0.12,On Time
10445,Kota,Jaipur,79.7,Van,18.0,High,Clear,1,1.84,3.18,1022.99,1.34,Delayed
10446,Udaipur,Jodhpur,156.5,Mini Truck,21.2,Low,Cloudy,1,3.66,3.84,2218.61,0.18,On Time
10447,Ahmedabad,Kota,493.8,Truck,16.3,High,Cloudy,8,12.92,14.5,8505.92,1.58,Delayed
10448,Jaipur,Jaipur,341.5,Mini Truck,11.7,High,Clear,4,8.31,10.06,4777.36,1.75,Delayed
10449,Jaipur,Jaipur,200.6,Van,21.0,Medium,Hot,6,5.26,5.57,2472.14,0.31,On Time
10450,Delhi,Bhilwara,115.1,Mini Truck,12.6,Low,Hot,6,3.64,3.69,1693.67,0.05,On Time
10451,Ahmedabad,Kota,133.6,Van,15.1,Low,Clear,8,4.22,4.36,1780.43,0.14,On Time
10452,Udaipur,Jodhpur,181.8,Mini Truck,14.4,Medium,Rain,7,5.3,6.46,2660.95,1.16,Delayed
10453,Kota,Delhi,102.1,Mini Truck,19.0,Medium,Cloudy,5,3.17,4.46,1560.67,1.29,Delayed
10454,Kota,Delhi,418.4,Truck,9.9,Low,Rain,3,10.27,10.74,7060.69,0.47,On Time
10455,Udaipur,Jaipur,399.1,Van,18.0,Low,Clear,7,9.57,9.63,4795.76,0.06,On Time
10456,Delhi,Kota,117.3,Truck,2.7,Medium,Clear,4,3.45,4.1,2024.75,0.65,On Time
10457,Kota,Kota,562.6,Van,8.1,Medium,Clear,6,12.8,13.04,6666.41,0.24,On Time
10458,Ahmedabad,Jodhpur,178.6,Mini Truck,23.4,Low,Rain,1,4.15,4.98,2550.88,0.83,Delayed
10459,Delhi,Bhilwara,230.7,Van,12.9,Low,Clear,6,5.89,5.3,2878.63,-0.59,On Time
10460,Ahmedabad,Udaipur,177.2,Truck,12.5,High,Clear,7,5.38,6.68,3138.95,1.3,Delayed
10461,Jaipur,Delhi,123.4,Truck,29.3,Medium,Clear,3,3.41,4.12,2169.96,0.71,On Time
10462,Delhi,Bhilwara,188.9,Truck,35.2,Medium,Clear,2,4.75,4.81,3287.35,0.06,On Time
10463,Kota,Ajmer,80.4,Van,26.2,Medium,Cloudy,2,2.04,3.12,1011.02,1.08,Delayed
10464,Delhi,Delhi,189.6,Truck,15.0,Low,Clear,8,5.85,5.97,3412.37,0.12,On Time
10465,Delhi,Bhilwara,218.8,Truck,12.0,Low,Clear,6,6.17,6.41,3787.54,0.24,On Time
10466,Delhi,Delhi,259.4,Truck,10.2,Low,Hot,6,7.11,7.41,4453.0,0.3,On Time
10467,Delhi,Udaipur,94.5,Mini Truck,18.9,High,Clear,4,2.82,3.8,1411.16,0.98,Delayed
10468,Ahmedabad,Ajmer,97.6,Mini Truck,7.6,Medium,Cloudy,6,3.25,4.05,1507.91,0.8,Delayed
10469,Jaipur,Udaipur,253.3,Van,27.8,Low,Clear,3,5.82,6.1,3022.37,0.28,On Time
10470,Udaipur,Jodhpur,117.5,Van,22.0,High,Clear,6,3.53,4.49,1571.64,0.96,Delayed
10471,Delhi,Ajmer,204.3,Truck,12.5,Low,Rain,5,5.65,5.95,3585.03,0.3,On Time
